features.hero_position,features.pot_bb,features.to_call_bb,features.effective_stack_bb,features.can_check,features.can_call,features.can_raise,features.players_active,features.equity_win,features.call_max_bb,features.call_margin_bb
SB,177.2,30.1,100.0,0.0,1.0,0.0,5.0,0.320833,83.70784740719144,53.607847407191436
BB,145.5,29.0,100.0,0.0,1.0,0.0,4.0,0.6125,229.983870967742,200.983870967742
BTN,165.2,25.8,100.0,0.0,1.0,0.0,4.0,0.5125,173.67179487179484,147.87179487179483
CO,46.0,0.0,100.0,0.0,0.0,1.0,4.0,0.45,37.63636363636363,37.63636363636363
UTG,32.0,0.0,100.0,0.0,0.0,1.0,3.0,0.433333,24.470555017320574,24.470555017320574
BB,180.4,31.2,100.0,0.0,1.0,0.0,5.0,0.504167,183.43217736616967,152.23217736616968
UTG,40.0,0.0,100.0,0.0,0.0,1.0,4.0,0.310417,18.00607033526058,18.00607033526058
BTN,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.354167,55.66137143812719,54.66137143812719
CO,34.2,0.0,100.0,0.0,0.0,1.0,3.0,0.256944,11.82614069464482,11.82614069464482
SB,147.6,29.6,100.0,0.0,1.0,0.0,4.0,0.441667,116.75836678111447,87.15836678111447
SB,138.9,24.9,100.0,0.0,1.0,0.0,3.0,0.469444,122.90082781082488,98.00082781082489
CO,105.1,2.3,100.0,0.0,1.0,0.0,3.0,0.541667,124.20925767946014,121.90925767946014
BB,116.5,14.0,100.0,0.0,1.0,0.0,3.0,0.691667,261.33824631161764,247.33824631161764
BTN,116.0,7.5,100.0,0.0,1.0,0.0,3.0,0.704167,276.1131178739356,268.6131178739356
CO,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.65,6.5,6.5
UTG,10.0,6.5,100.0,0.0,1.0,1.0,2.0,0.866667,65.00018750046873,58.500187500468726
BB,113.5,11.0,100.0,0.0,1.0,0.0,3.0,0.325,54.64814814814815,43.64814814814815
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.545833,4.20641636226322,2.2064163622632202
UTG,131.0,27.0,100.0,0.0,1.0,0.0,4.0,0.352083,71.18639115812672,44.186391158126725
SB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.558333,6.952820790323931,6.952820790323931
CO,14.8,11.5,100.0,0.0,1.0,0.0,2.0,0.658333,28.51703091021374,17.01703091021374
BB,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.220833,31.176410191910083,24.676410191910083
CO,159.0,35.0,100.0,0.0,1.0,0.0,4.0,0.602083,240.58081710507471,205.58081710507471
CO,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.75,304.5,303.5
UTG,46.0,0.0,100.0,0.0,0.0,1.0,4.0,0.291667,18.94120703115625,18.94120703115625
CO,30.5,0.0,100.0,0.0,0.0,0.0,3.0,0.752778,92.8708974120426,92.8708974120426
BB,42.2,26.2,100.0,0.0,1.0,1.0,3.0,0.433333,32.270544429091515,6.070544429091516
UTG,18.5,14.0,100.0,0.0,1.0,1.0,3.0,0.469444,16.369080737942834,2.3690807379428342
BB,113.5,11.0,100.0,0.0,1.0,0.0,3.0,0.454167,94.43905828339436,83.43905828339436
BB,119.5,15.0,100.0,0.0,1.0,0.0,4.0,0.533333,136.57124566339593,121.57124566339593
BB,123.5,14.0,100.0,0.0,1.0,0.0,5.0,0.295833,51.88453236235155,37.88453236235155
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.5625,4.5,2.5
HJ,105.0,2.0,100.0,0.0,1.0,0.0,3.0,0.436111,81.20685986071729,79.20685986071729
BTN,30.3,20.0,100.0,0.0,1.0,1.0,3.0,0.552778,37.45158646041563,17.451586460415633
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.483333,5.145154422481018,5.145154422481018
BB,132.0,15.0,100.0,0.0,1.0,0.0,4.0,0.585417,186.3922157927363,171.3922157927363
BB,14.8,0.0,100.0,0.0,0.0,1.0,3.0,0.301389,6.384894025430461,6.384894025430461
HJ,123.0,22.0,100.0,0.0,1.0,0.0,2.0,0.820833,563.5103506784175,541.5103506784175
BTN,36.0,0.0,100.0,0.0,0.0,0.0,5.0,0.254167,12.268177996951058,12.268177996951058
SB,1.5,1.0,100.0,0.0,1.0,0.0,1.0,0.633333,2.590905371904208,1.590905371904208
HJ,105.0,2.0,100.0,0.0,1.0,0.0,3.0,0.345833,55.509472351861234,53.509472351861234
BTN,114.0,9.5,100.0,0.0,1.0,0.0,4.0,0.2875,46.0,36.5
BB,3.8,2.3,100.0,0.0,1.0,0.0,2.0,0.604167,5.800008084217335,3.5000080842173356
BB,22.0,15.0,100.0,0.0,1.0,1.0,5.0,0.312778,10.012944870798666,-4.987055129201334
HJ,130.5,21.0,100.0,0.0,1.0,0.0,4.0,0.339583,67.10242392306678,46.10242392306678
CO,10.0,0.0,100.0,0.0,0.0,0.0,3.0,0.384722,6.252815800337409,6.252815800337409
SB,116.0,13.0,100.0,0.0,1.0,0.0,3.0,0.4625,99.8139534883721,86.8139534883721
UTG,142.5,28.0,100.0,0.0,1.0,0.0,3.0,0.422222,104.1345205251844,76.1345205251844
UTG,49.0,0.0,100.0,0.0,0.0,1.0,4.0,0.4,32.66666666666667,32.66666666666667
BB,140.8,0.0,100.0,0.0,0.0,1.0,5.0,0.281944,55.28498501509631,55.28498501509631
BTN,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.679167,7.409102243223109,5.409102243223109
BB,132.5,15.0,100.0,0.0,1.0,0.0,4.0,0.304167,57.919252895450505,42.919252895450505
UTG,116.0,12.0,100.0,0.0,1.0,0.0,4.0,0.63125,198.57627118644064,186.57627118644064
SB,149.1,30.1,100.0,0.0,1.0,0.0,5.0,0.283333,58.94641486213263,28.846414862132626
BTN,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.65,6.5,4.5
BB,44.0,28.0,100.0,0.0,1.0,1.0,3.0,0.4625,37.86046511627907,9.860465116279073
BB,1.0,0.0,100.0,1.0,0.0,0.0,2.0,0.529167,1.1238953089524313,1.1238953089524313
SB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.7625,17.6578947368421,17.6578947368421
BB,150.0,24.0,100.0,0.0,1.0,0.0,4.0,0.602083,226.96303500478743,202.96303500478743
BB,15.5,0.0,100.0,0.0,0.0,1.0,3.0,0.366667,8.973697091419524,8.973697091419524
HJ,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.829167,7.280504937570609,7.280504937570609
SB,147.0,15.0,100.0,0.0,1.0,0.0,5.0,0.475,133.0,118.0
UTG,59.5,0.0,100.0,0.0,0.0,1.0,4.0,0.3125,27.045454545454547,27.045454545454547
SB,146.0,15.0,100.0,0.0,1.0,0.0,4.0,0.4,97.33333333333334,82.33333333333334
BB,116.0,13.5,100.0,0.0,1.0,0.0,3.0,0.8,464.00000000000017,450.50000000000017
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.608333,211.2337470351089,195.2337470351089
BB,1.0,0.0,100.0,1.0,0.0,0.0,2.0,0.408333,0.6901398928789336,0.6901398928789336
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.454167,1.2480932812783396,1.2480932812783396
SB,106.0,0.0,100.0,0.0,0.0,0.0,4.0,0.264583,38.135912006385496,38.135912006385496
BB,130.3,14.0,100.0,0.0,1.0,0.0,4.0,0.475,117.8904761904762,103.8904761904762
CO,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.608333,5.436162607521186,5.436162607521186
UTG,129.5,20.0,100.0,0.0,1.0,0.0,4.0,0.272917,48.60896417602943,28.60896417602943
BB,180.4,31.2,100.0,0.0,1.0,0.0,5.0,0.283333,71.32081315311017,40.12081315311016
SB,139.1,24.1,100.0,0.0,1.0,0.0,5.0,0.575,188.1941176470588,164.0941176470588
BB,151.1,24.3,100.0,0.0,1.0,0.0,4.0,0.370833,89.05881316089369,64.7588131608937
UTG,158.0,30.0,100.0,0.0,1.0,0.0,4.0,0.53125,179.06666666666666,149.06666666666666
BB,209.6,31.2,100.0,0.0,1.0,0.0,5.0,0.3625,119.18431372549018,87.98431372549018
SB,112.0,10.0,100.0,0.0,1.0,0.0,3.0,0.420833,81.3811836655058,71.3811836655058
UTG,62.5,0.0,100.0,0.0,0.0,1.0,2.0,0.675,129.80769230769232,129.80769230769232
SB,125.0,17.5,100.0,0.0,1.0,0.0,3.0,0.384722,78.1601975042176,60.66019750421761
UTG,114.0,9.5,100.0,0.0,1.0,0.0,4.0,0.602083,172.49190660363843,162.99190660363843
SB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.604167,5.342112709147544,3.3421127091475444
CO,51.1,0.0,100.0,0.0,0.0,0.0,5.0,0.358333,28.53632226684558,28.53632226684558
BB,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.545833,121.9860745056334,120.9860745056334
HJ,113.0,11.0,100.0,0.0,1.0,0.0,3.0,0.666667,226.000339000339,215.000339000339
SB,147.6,29.6,100.0,0.0,1.0,0.0,4.0,0.570833,196.322062973155,166.722062973155
SB,112.0,11.0,100.0,0.0,1.0,0.0,2.0,0.608333,173.95720344067794,162.95720344067794
HJ,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.266667,49.45462975210443,33.45462975210443
BB,130.5,14.0,100.0,0.0,1.0,0.0,4.0,0.402083,87.75771804447774,73.75771804447774
BTN,60.7,0.0,100.0,0.0,0.0,1.0,4.0,0.3625,34.515686274509804,34.515686274509804
BB,127.0,27.0,100.0,0.0,1.0,0.0,2.0,0.641667,227.41893434319476,200.41893434319476
CO,105.0,0.0,100.0,0.0,0.0,0.0,3.0,0.416667,75.00010285720164,75.00010285720164
BB,3.8,2.3,100.0,0.0,1.0,0.0,2.0,0.383333,2.362158831265496,0.06215883126549615
UTG,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.683333,3.236837119118821,3.236837119118821
BB,105.0,2.0,100.0,0.0,1.0,0.0,4.0,0.241667,33.46159932377992,31.46159932377992
BTN,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.541667,6.5000087272790745,6.5000087272790745
CO,142.0,14.0,100.0,0.0,1.0,0.0,4.0,0.442361,112.64503020771504,98.64503020771504
SB,10.0,0.0,100.0,0.0,0.0,1.0,3.0,0.448611,8.136016496520606,8.136016496520606
SB,20.0,0.0,100.0,0.0,0.0,0.0,4.0,0.260417,7.042265709190178,7.042265709190178
BB,128.0,20.0,100.0,0.0,1.0,0.0,3.0,0.7625,410.9473684210525,390.9473684210525
BB,103.3,2.3,100.0,0.0,1.0,0.0,3.0,0.256944,35.72047759522836,33.42047759522836
CO,125.0,17.5,100.0,0.0,1.0,0.0,3.0,0.4,83.33333333333334,65.83333333333334
UTG,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.566667,1.9615411242624037,1.9615411242624037
BTN,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.658333,6.743892444982979,4.743892444982979
BB,122.8,20.0,100.0,0.0,1.0,0.0,3.0,0.708333,298.2280902536112,278.2280902536112
BB,7.899999999999999,0.0,100.0,0.0,0.0,0.0,4.0,0.514583,8.37466693585103,8.37466693585103
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.377778,82.57150663268094,66.57150663268094
UTG,140.5,33.0,100.0,0.0,1.0,0.0,3.0,0.75,421.5,388.5
BB,124.0,14.0,100.0,0.0,1.0,0.0,5.0,0.216667,34.29793970125093,20.297939701250932
BTN,113.0,9.5,100.0,0.0,1.0,0.0,3.0,0.477778,103.38307080130672,93.88307080130672
SB,141.0,40.0,100.0,0.0,1.0,0.0,2.0,0.795833,549.6111173696044,509.61111736960436
SB,150.0,16.0,100.0,0.0,1.0,0.0,5.0,0.266667,54.54554752070342,38.54554752070342
BB,170.0,28.0,100.0,0.0,1.0,0.0,4.0,0.504167,172.8573733494947,144.8573733494947
SB,4.0,0.0,100.0,0.0,0.0,0.0,2.0,0.858333,24.23522768181722,24.23522768181722
BB,118.0,14.0,100.0,0.0,1.0,0.0,4.0,0.4,78.66666666666667,64.66666666666667
BB,6.0,0.0,100.0,0.0,0.0,0.0,3.0,0.465278,5.220783883962135,5.220783883962135
CO,145.5,31.0,100.0,0.0,1.0,0.0,3.0,0.75,436.5,405.5
SB,163.0,25.0,100.0,0.0,1.0,0.0,4.0,0.570833,216.80553024813187,191.80553024813187
BB,144.0,28.0,100.0,0.0,1.0,0.0,4.0,0.448611,117.1586375498967,89.1586375498967
BB,40.1,0.0,100.0,0.0,0.0,1.0,5.0,0.291667,16.511791346725342,16.511791346725342
CO,24.0,0.0,100.0,0.0,0.0,0.0,4.0,0.2,6.000000000000001,6.000000000000001
BB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.691667,232.1760385686904,230.1760385686904
BB,142.0,14.0,100.0,0.0,1.0,0.0,4.0,0.379167,86.72495502011007,72.72495502011007
BB,75.9,0.0,100.0,0.0,0.0,1.0,4.0,0.541667,89.70012043645123,89.70012043645123
BB,185.0,34.0,100.0,0.0,1.0,0.0,5.0,0.319444,86.83655716796268,52.83655716796268
CO,14.8,11.5,100.0,0.0,1.0,0.0,2.0,0.579167,20.368344687797773,8.868344687797773
BB,10.0,0.0,100.0,0.0,0.0,1.0,3.0,0.379167,6.107391198599301,6.107391198599301
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.366667,2.026318698062473,0.026318698062473
BB,127.3,25.0,100.0,0.0,1.0,0.0,3.0,0.654167,240.7967403342076,215.7967403342076
BTN,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.3375,2.8018867924528306,2.8018867924528306
HJ,136.2,25.2,100.0,0.0,1.0,0.0,3.0,0.433333,104.1527997924707,78.9527997924707
BB,144.5,28.0,100.0,0.0,1.0,0.0,4.0,0.3625,82.16666666666667,54.16666666666667
CO,20.9,14.0,100.0,0.0,1.0,1.0,4.0,0.341667,10.846851517393173,-3.1531484826068272
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.616667,6.434791682427549,3.434791682427549
UTG,23.0,15.0,100.0,0.0,1.0,1.0,5.0,0.3625,13.07843137254902,-1.9215686274509807
BB,146.7,29.2,100.0,0.0,1.0,0.0,4.0,0.570833,195.12497722331867,165.92497722331868
BTN,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.729167,9.423092828421945,7.423092828421945
BB,9.0,0.0,100.0,0.0,0.0,0.0,5.0,0.483333,8.419343600423485,8.419343600423485
UTG,110.0,6.5,100.0,0.0,1.0,0.0,3.0,0.480556,101.76488707156112,95.26488707156112
BB,147.3,31.0,100.0,0.0,1.0,0.0,4.0,0.585417,207.99676807780347,176.99676807780347
BTN,123.5,14.0,100.0,0.0,1.0,0.0,4.0,0.621528,202.81211820161067,188.81211820161067
BB,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.541667,119.95470651251382,118.95470651251382
SB,103.8,2.3,100.0,0.0,1.0,0.0,3.0,0.666667,207.6003114003114,205.3003114003114
HJ,145.5,15.0,100.0,0.0,1.0,0.0,4.0,0.395833,95.32745333657748,80.32745333657748
SB,103.0,0.0,100.0,0.0,0.0,1.0,4.0,0.3125,46.81818181818182,46.81818181818182
BB,34.0,21.0,100.0,0.0,1.0,1.0,3.0,0.75,102.0,81.0
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.658333,2.89023961927842,2.89023961927842
BB,142.5,26.0,100.0,0.0,1.0,0.0,4.0,0.602083,215.6148832545481,189.6148832545481
CO,116.5,0.0,100.0,0.0,0.0,0.0,3.0,0.430556,88.08552553016625,88.08552553016625
HJ,15.0,0.0,100.0,0.0,0.0,1.0,3.0,0.647222,27.51965825533338,27.51965825533338
BB,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.608333,157.64871561811438,156.64871561811438
BTN,136.0,25.0,100.0,0.0,1.0,0.0,3.0,0.35,73.23076923076923,48.230769230769226
SB,116.0,0.0,100.0,0.0,0.0,0.0,3.0,0.404167,78.68542360023697,78.68542360023697
BB,116.0,6.5,100.0,0.0,1.0,0.0,5.0,0.289167,47.18882212840428,40.68882212840428
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.841667,21.26321108044439,18.26321108044439
BB,49.1,29.1,100.0,0.0,1.0,1.0,3.0,0.708333,119.24266475124028,90.14266475124029
SB,41.8,26.0,100.0,0.0,1.0,1.0,3.0,0.433333,31.964662491375,5.964662491375002
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.608333,211.2337470351089,195.2337470351089
UTG,63.0,0.0,100.0,0.0,0.0,1.0,3.0,0.454167,52.41991781369027,52.41991781369027
BTN,49.5,26.0,100.0,0.0,1.0,0.0,4.0,0.604167,75.55273688651528,49.55273688651528
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.558333,1.8962238519065264,1.8962238519065264
BB,113.5,13.0,100.0,0.0,1.0,0.0,2.0,0.770833,381.7720068770809,368.7720068770809
HJ,170.5,28.0,100.0,0.0,1.0,0.0,4.0,0.352083,92.65099001878323,64.65099001878323
SB,147.0,15.0,100.0,0.0,1.0,0.0,5.0,0.266667,53.45463657028935,38.45463657028935
SB,152.2,33.7,100.0,0.0,1.0,0.0,3.0,0.401389,102.05526761118657,68.35526761118656
HJ,117.0,13.0,100.0,0.0,1.0,0.0,4.0,0.2875,47.210526315789465,34.210526315789465
HJ,14.8,12.3,100.0,0.0,1.0,1.0,2.0,0.604167,22.58950517010962,10.28950517010962
SB,10.0,0.0,100.0,0.0,0.0,1.0,3.0,0.281944,3.9264904130039993,3.9264904130039993
CO,147.0,0.0,100.0,0.0,0.0,0.0,5.0,0.216667,40.65965432325715,40.65965432325715
BB,127.3,25.0,100.0,0.0,1.0,0.0,3.0,0.438889,99.57133205372912,74.57133205372912
BB,7.5,0.0,100.0,0.0,0.0,0.0,4.0,0.533333,8.571417091844932,8.571417091844932
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.566667,1.9615411242624037,1.9615411242624037
CO,104.5,0.0,100.0,0.0,0.0,0.0,3.0,0.330556,51.59968869688878,51.59968869688878
BB,116.5,14.0,100.0,0.0,1.0,0.0,3.0,0.541667,137.68200304145677,123.68200304145677
SB,121.0,15.0,100.0,0.0,1.0,0.0,5.0,0.319444,56.79580225580261,41.79580225580261
UTG,120.0,19.0,100.0,0.0,1.0,0.0,2.0,0.841667,637.8963324133317,618.8963324133317
HJ,14.8,12.3,100.0,0.0,1.0,1.0,2.0,0.75,44.400000000000006,32.10000000000001
BB,18.0,0.0,100.0,0.0,0.0,1.0,4.0,0.395833,11.793087010710614,11.793087010710614
UTG,106.5,2.0,100.0,0.0,1.0,0.0,4.0,0.402083,71.61836759951632,69.61836759951632
SB,6.1,0.0,100.0,0.0,0.0,0.0,3.0,0.4,4.066666666666666,4.066666666666666
BB,150.0,16.0,100.0,0.0,1.0,0.0,5.0,0.608333,232.97839746519364,216.97839746519364
BB,18.0,0.0,100.0,0.0,0.0,1.0,4.0,0.208333,4.736832531859987,4.736832531859987
BB,149.1,0.0,100.0,0.0,0.0,0.0,5.0,0.325,71.78888888888889,71.78888888888889
BTN,157.5,23.0,100.0,0.0,1.0,0.0,5.0,0.55,192.50000000000003,169.50000000000003
BTN,10.0,0.0,100.0,0.0,0.0,0.0,3.0,0.4625,8.604651162790699,8.604651162790699
BB,4.0,2.5,100.0,0.0,1.0,0.0,2.0,0.6,5.999999999999999,3.499999999999999
HJ,126.0,19.0,100.0,0.0,1.0,0.0,3.0,0.691667,282.6490904314492,263.6490904314492
HJ,184.0,28.0,100.0,0.0,1.0,0.0,4.0,0.358333,102.75309779059856,74.75309779059856
UTG,14.5,12.0,100.0,0.0,1.0,0.0,2.0,0.829167,70.37821439651589,58.37821439651589
BB,153.0,34.0,100.0,0.0,1.0,0.0,5.0,0.608333,237.63796541449756,203.63796541449756
BTN,67.5,0.0,100.0,0.0,0.0,1.0,4.0,0.295833,28.357942789139507,28.357942789139507
UTG,13.0,10.0,100.0,0.0,1.0,1.0,2.0,0.533333,14.857122959197884,4.857122959197884
BB,143.0,27.0,100.0,0.0,1.0,0.0,4.0,0.379167,87.33569413997002,60.335694139970016
BTN,114.5,12.0,100.0,0.0,1.0,0.0,3.0,0.683333,247.07856675940332,235.07856675940332
BB,130.3,14.0,100.0,0.0,1.0,0.0,4.0,0.604167,198.87922457197865,184.87922457197865
SB,115.8,12.5,100.0,0.0,1.0,0.0,3.0,0.5375,134.57837837837835,122.07837837837835
CO,51.0,29.0,100.0,0.0,1.0,1.0,3.0,0.454167,42.43517156346355,13.435171563463548
UTG,13.0,10.0,100.0,0.0,1.0,1.0,2.0,0.570833,17.291238608746713,7.291238608746713
BTN,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.554167,1.864488496813829,1.864488496813829
BB,5.6,0.0,100.0,0.0,0.0,0.0,3.0,0.445833,4.505257079544612,4.505257079544612
HJ,14.8,12.3,100.0,0.0,1.0,1.0,2.0,0.7375,41.58095238095239,29.28095238095239
SB,121.0,15.0,100.0,0.0,1.0,0.0,5.0,0.414167,85.54350301195049,70.54350301195049
BTN,110.3,7.5,100.0,0.0,1.0,0.0,3.0,0.4875,104.91951219512195,97.41951219512195
BB,129.0,0.0,100.0,0.0,0.0,0.0,4.0,0.491667,124.7706582102677,124.7706582102677
BTN,130.5,9.5,100.0,0.0,1.0,0.0,5.0,0.291667,53.7353808166498,44.2353808166498
CO,109.5,6.5,100.0,0.0,1.0,0.0,3.0,0.416667,78.21439297965313,71.71439297965313
BTN,20.5,14.5,100.0,0.0,1.0,0.0,4.0,0.3625,11.65686274509804,-2.8431372549019596
BB,133.0,22.0,100.0,0.0,1.0,0.0,3.0,0.636111,232.49607160425293,210.49607160425293
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.4625,4.732558139534884,4.732558139534884
HJ,14.8,12.3,100.0,0.0,1.0,1.0,2.0,0.866667,96.20027750069372,83.90027750069372
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.741667,11.48389094695606,8.48389094695606
BTN,119.5,0.0,100.0,0.0,0.0,0.0,4.0,0.38125,73.63131313131312,73.63131313131312
UTG,42.0,0.0,100.0,0.0,0.0,1.0,4.0,0.44375,33.50561797752809,33.50561797752809
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.483333,3.741930489077104,0.7419304890771041
SB,49.6,29.6,100.0,0.0,1.0,0.0,4.0,0.389583,31.655928324407743,2.0559283244077413
CO,123.5,14.0,100.0,0.0,1.0,0.0,4.0,0.391667,79.51380987058074,65.51380987058074
BTN,51.1,0.0,100.0,0.0,0.0,0.0,5.0,0.444444,40.87992641605887,40.87992641605887
UTG,59.5,0.0,100.0,0.0,0.0,1.0,4.0,0.3,25.5,25.5
BB,138.0,24.0,100.0,0.0,1.0,0.0,4.0,0.5375,160.37837837837836,136.37837837837836
SB,32.6,0.0,100.0,0.0,0.0,0.0,4.0,0.325,15.696296296296296,15.696296296296296
SB,147.0,15.0,100.0,0.0,1.0,0.0,5.0,0.201667,37.133688573565166,22.133688573565166
BB,39.5,26.0,100.0,0.0,1.0,0.0,3.0,0.370833,23.28142369196096,-2.71857630803904
SB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.520833,3.804342744805047,1.804342744805047
CO,14.8,11.5,100.0,0.0,1.0,0.0,2.0,0.791667,56.24011366418187,44.74011366418187
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.808333,14.760837807238593,12.760837807238593
BB,123.5,14.0,100.0,0.0,1.0,0.0,5.0,0.205833,32.00885393122605,18.00885393122605
BTN,113.0,9.5,100.0,0.0,1.0,0.0,3.0,0.654167,213.7473028889667,204.2473028889667
SB,37.5,23.0,100.0,0.0,1.0,0.0,3.0,0.608333,58.24459936629841,35.24459936629841
BTN,16.0,11.0,100.0,0.0,1.0,0.0,3.0,0.5,16.0,5.0
BB,130.3,14.0,100.0,0.0,1.0,0.0,4.0,0.379167,79.5793073177489,65.5793073177489
UTG,49.5,0.0,100.0,0.0,0.0,1.0,4.0,0.416667,35.35719134696649,35.35719134696649
HJ,14.0,11.0,100.0,0.0,1.0,1.0,2.0,0.416667,10.000013714293551,-0.9999862857064485
BTN,38.0,24.0,100.0,0.0,1.0,1.0,4.0,0.40625,26.0,2.0
BB,65.0,0.0,100.0,0.0,0.0,1.0,3.0,0.454167,54.08404218872805,54.08404218872805
BB,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.3375,56.0377358490566,49.5377358490566
CO,11.3,7.5,100.0,0.0,1.0,0.0,2.0,0.816667,50.33647570268311,42.83647570268311
BB,110.5,7.5,100.0,0.0,1.0,0.0,4.0,0.381944,68.2863882884399,60.786388288439895
SB,113.3,0.0,100.0,0.0,0.0,0.0,3.0,0.475,102.5095238095238,102.5095238095238
BTN,114.5,12.0,100.0,0.0,1.0,0.0,3.0,0.666667,229.0003435003435,217.0003435003435
BB,40.5,27.0,100.0,0.0,1.0,0.0,2.0,0.604167,61.8158756344216,34.8158756344216
SB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.4875,5.231707317073171,5.231707317073171
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.604167,5.342112709147544,3.3421127091475444
CO,11.3,7.5,100.0,0.0,1.0,0.0,2.0,0.679167,23.920815813834608,16.420815813834608
BB,160.0,15.0,100.0,0.0,1.0,0.0,5.0,0.316667,74.14645568119789,59.14645568119789
BB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.35,55.73076923076922,53.73076923076922
BB,142.5,28.0,100.0,0.0,1.0,0.0,3.0,0.454167,118.56886172144226,90.56886172144226
BB,130.0,14.0,100.0,0.0,1.0,0.0,4.0,0.3375,66.22641509433963,52.22641509433963
HJ,20.5,14.5,100.0,0.0,1.0,1.0,4.0,0.379167,12.520151957128569,-1.9798480428714313
HJ,152.9,26.2,100.0,0.0,1.0,0.0,3.0,0.491667,147.88708248333282,121.68708248333282
BB,105.0,2.0,100.0,0.0,1.0,0.0,4.0,0.345833,55.509472351861234,53.509472351861234
BTN,10.0,0.0,100.0,0.0,0.0,0.0,3.0,0.375,6.0,6.0
CO,26.0,18.0,100.0,0.0,1.0,1.0,2.0,0.625,43.333333333333336,25.333333333333336
SB,4.0,0.0,100.0,0.0,0.0,0.0,2.0,0.745833,11.737684278446846,11.737684278446846
BB,131.0,14.5,100.0,0.0,1.0,0.0,4.0,0.341667,67.98744252528735,53.48744252528735
SB,124.0,14.0,100.0,0.0,1.0,0.0,5.0,0.219444,34.86111950968284,20.861119509682837
CO,11.3,7.5,100.0,0.0,1.0,0.0,2.0,0.5625,14.528571428571428,7.0285714285714285
BTN,156.5,23.0,100.0,0.0,1.0,0.0,4.0,0.621528,257.00482994779003,234.00482994779003
CO,15.6,11.0,100.0,0.0,1.0,0.0,3.0,0.495833,15.342128302725088,4.342128302725088
CO,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.820833,465.010573933816,464.010573933816
BB,113.5,11.0,100.0,0.0,1.0,0.0,3.0,0.636111,198.4083017073888,187.4083017073888
BB,123.5,14.0,100.0,0.0,1.0,0.0,5.0,0.229167,36.71628549893427,22.71628549893427
BTN,136.5,23.0,100.0,0.0,1.0,0.0,5.0,0.55,166.83333333333334,143.83333333333334
SB,147.0,15.0,100.0,0.0,1.0,0.0,5.0,0.570833,195.52400580659744,180.52400580659744
HJ,61.7,0.0,100.0,0.0,0.0,1.0,5.0,0.290278,25.23544796413244,25.23544796413244
SB,15.0,0.0,100.0,0.0,0.0,1.0,4.0,0.25,5.0,5.0
BB,136.5,25.0,100.0,0.0,1.0,0.0,3.0,0.665278,271.3011006148386,246.30110061483862
BB,163.0,25.0,100.0,0.0,1.0,0.0,4.0,0.366667,94.3685565097666,69.3685565097666
CO,58.5,0.0,100.0,0.0,0.0,1.0,3.0,0.456944,49.22369700362394,49.22369700362394
